dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-05-24,0.021569,0.004819
2016-06-01,0.021534,0.004899
2016-06-09,0.026612,0.007259
2016-06-17,0.044721,0.010841
2016-06-25,0.065469,0.015207
2016-07-03,0.062641,0.016826
2016-07-11,0.051717,0.011956
2016-07-19,0.036997,0.008416
2016-07-27,0.044762,0.009921
2016-08-04,0.036062,0.00794
2016-08-12,0.030976,0.006967
2016-08-20,0.024521,0.005946
2016-08-28,0.011386,0.002637
2016-09-05,0.008248,0.001918
2016-09-13,0.004097,0.000982
2016-09-21,0.004597,0.001306
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,0,0
2017-03-22,NA,NA
2017-03-30,0,NA
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,0,0
2017-05-01,0.00115,0.00052
2017-05-09,0.007297,0.002564
2017-05-17,0.021003,0.004908
2017-05-25,0.021248,0.004816
2017-06-02,0.036514,0.008097
2017-06-10,0.044117,0.009732
2017-06-18,0.064976,0.014472
2017-06-26,0.05881,0.013106
2017-07-04,0.05781,0.013117
2017-07-12,0.059707,0.012974
2017-07-20,0.040162,0.008999
2017-07-28,0.057438,0.013845
2017-08-05,0.045403,0.010396
2017-08-13,0.034969,0.008246
2017-08-21,0.025517,0.005796
2017-08-29,0.010924,0.003089
2017-09-06,0.006959,0.002294
2017-09-14,0.008579,0.002105
2017-09-22,NA,NA
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,NA
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,0
2018-04-23,0.000531,0.00025
2018-05-01,0.002107,0.000653
2018-05-09,0.011324,0.003301
2018-05-17,0.009189,0.0026
2018-05-25,0.015559,0.004012
2018-06-02,0.027814,0.006325
2018-06-10,0.026966,0.005738
2018-06-18,0.033738,0.008903
2018-06-26,0.046276,0.010464
2018-07-04,0.029307,0.011292
2018-07-12,0.046738,0.010713
2018-07-20,0.0486,0.011081
2018-07-28,0.033648,0.008962
2018-08-05,0.024086,0.008183
2018-08-13,0.024503,0.006354
2018-08-21,0.013003,0.003014
2018-08-29,0.008455,0.002183
2018-09-06,0.005959,0.001287
2018-09-14,0.004269,0.001025
2018-09-22,0.000907,0.000233
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,1e-04,4.5e-05
2019-03-22,6.7e-05,9.6e-05
2019-03-30,1.2e-05,3.3e-05
2019-04-07,0,0
2019-04-15,1e-04,0
2019-04-23,0.000138,5.2e-05
2019-05-01,0.000235,0.000106
2019-05-09,0.006148,0.002085
2019-05-17,0.027907,0.006512
2019-05-25,0.023821,0.005159
2019-06-02,0.039376,0.008997
2019-06-10,0.040734,0.009085
2019-06-18,0.055731,0.012582
2019-06-26,0.043893,0.009795
2019-07-04,0.048179,0.011925
2019-07-12,0.048338,0.010708
2019-07-20,0.05451,0.012138
2019-07-28,0.043121,0.009597
2019-08-05,0.023234,0.005019
2019-08-13,0.0051,0.003557
2019-08-21,0.016541,0.003815
2019-08-29,0.010634,0.002531
2019-09-06,0.013486,0.003101
2019-09-14,0.003817,0.000949
2019-09-22,0.001135,0.000672
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,0,0
2020-04-06,0,NA
2020-04-14,2e-04,NA
2020-04-22,NA,NA
2020-04-30,1e-04,0
2020-05-08,0.00123,0.000435
2020-05-16,0.003511,0.001371
2020-05-24,0.026048,0.006082
2020-06-01,0.028028,0.006118
2020-06-09,0.046652,0.01105
2020-06-17,0.033334,0.009914
2020-06-25,0.044697,0.009956
2020-07-03,0.021225,0.007046
2020-07-11,0.037821,0.011277
2020-07-19,0.041341,0.009366
2020-07-27,0.050152,0.01176
2020-08-04,0.015838,0.010555
2020-08-12,0.029845,0.006504
2020-08-20,0.033369,0.007533
2020-08-28,0.015776,0.003544
2020-09-05,0.007348,0.001653
2020-09-13,0.0075,0.00205
2020-09-21,0.002308,0.001023
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,0,0
2021-04-07,1.7e-05,4.1e-05
2021-04-15,0.000381,0.000244
2021-04-23,0.000239,0.00012
2021-05-01,0.000768,0.00026
2021-05-09,0.005552,0.002778
2021-05-17,0.017821,0.004195
2021-05-25,0.010928,0.003461
2021-06-02,0.019066,0.004427
2021-06-10,0.038766,0.009077
2021-06-18,0.060734,0.013988
2021-06-26,0.060124,0.013853
2021-07-04,0.058734,0.013277
2021-07-12,0.051214,0.011691
2021-07-20,0.049372,0.011471
2021-07-28,0.047197,0.010869
2021-08-05,0.026048,0.006639
2021-08-13,0.024314,0.005295
2021-08-21,0.009355,0.003854
2021-08-29,0.00278,4.1e-05
2021-09-06,0.009248,0.00212
2021-09-14,0.007562,0.001819
2021-09-22,0.000636,0.000489
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
