dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-09,0.037487,0.004449
2016-06-17,0.042604,0.00647
2016-06-25,0.058773,0.007841
2016-07-03,0.054258,0.01016
2016-07-11,0.044092,0.009264
2016-07-19,0.032304,0.004216
2016-07-27,0.039508,0.005668
2016-08-04,0.032781,0.004295
2016-08-12,0.028138,0.004057
2016-08-20,0.021585,0.003071
2016-08-28,0.012138,0.002047
2016-09-05,0.0069,0.000988
2016-09-13,0.003804,0.000762
2016-09-21,0.004358,0.000823
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,NA,NA
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,0,NA
2017-04-23,0,0
2017-05-01,0.000825,0.00015
2017-05-09,0.006077,0.00208
2017-05-17,0.019262,0.00312
2017-05-25,0.018958,0.002874
2017-06-02,0.034015,0.004337
2017-06-10,0.042015,0.004525
2017-06-18,0.05265,0.007882
2017-06-26,0.052965,0.006747
2017-07-04,0.052377,0.009497
2017-07-12,0.051396,0.006989
2017-07-20,0.035762,0.005193
2017-07-28,0.046519,0.008743
2017-08-05,0.041373,0.007316
2017-08-13,0.031638,0.004798
2017-08-21,0.023023,0.003011
2017-08-29,0.010035,0.002718
2017-09-06,0.005665,0.000924
2017-09-14,0.007462,0.001212
2017-09-22,0.000294,2.5e-05
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,NA
2018-04-23,0.00052,0.000177
2018-05-01,0.002036,0.000539
2018-05-09,0.009762,0.00289
2018-05-17,0.009904,0.001987
2018-05-25,0.015473,0.002397
2018-06-02,0.027619,0.00362
2018-06-10,0.030935,0.004196
2018-06-18,0.040458,0.005596
2018-06-26,0.039773,0.005547
2018-07-04,0.041135,0.007031
2018-07-12,0.042431,0.007192
2018-07-20,0.039404,0.007657
2018-07-28,0.030377,0.004712
2018-08-05,0.020023,0.006536
2018-08-13,0.0238,0.002764
2018-08-21,0.012612,0.001758
2018-08-29,0.008262,0.001245
2018-09-06,0.00515,0.00081
2018-09-14,0.003938,0.000704
2018-09-22,4e-04,0.000257
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,3.8e-05,5.1e-05
2019-03-22,5e-05,8.6e-05
2019-03-30,0,0
2019-04-07,NA,NA
2019-04-15,5e-05,5.8e-05
2019-04-23,2e-05,4.2e-05
2019-05-01,2e-04,0
2019-05-09,0.006023,0.001694
2019-05-17,0.024604,0.003962
2019-05-25,0.023981,0.00305
2019-06-02,0.042596,0.006041
2019-06-10,0.040038,0.005087
2019-06-18,0.051954,0.006416
2019-06-26,0.040719,0.007553
2019-07-04,0.046673,0.00732
2019-07-12,0.039108,0.006785
2019-07-20,0.051712,0.008647
2019-07-28,0.0368,0.006635
2019-08-05,0.017723,0.002434
2019-08-13,0.005371,0.003056
2019-08-21,0.010727,0.001735
2019-08-29,0.009415,0.001104
2019-09-06,0.013773,0.002056
2019-09-14,0.002685,0.000516
2019-09-22,0.001292,0.00086
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,NA,NA
2020-04-06,0,0
2020-04-14,2e-04,0
2020-04-22,0,NA
2020-04-30,NA,NA
2020-05-08,0.001147,0.000443
2020-05-16,0.003746,0.001456
2020-05-24,0.0238,0.004171
2020-06-01,0.026362,0.003057
2020-06-09,0.043996,0.005671
2020-06-17,0.029527,0.004296
2020-06-25,0.042473,0.006811
2020-07-03,0.024969,0.003407
2020-07-11,0.024671,0.011376
2020-07-19,0.036969,0.004954
2020-07-27,0.039031,0.006805
2020-08-04,0.009541,0.004526
2020-08-12,0.022823,0.004264
2020-08-20,0.031919,0.003962
2020-08-28,0.015281,0.001916
2020-09-05,0.005615,0.000633
2020-09-13,0.005654,0.000775
2020-09-21,0.001388,0.000517
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,NA,NA
2021-04-07,7.5e-05,5e-05
2021-04-15,0.000326,0.000141
2021-04-23,0.000181,5.7e-05
2021-05-01,0.000504,0.000215
2021-05-09,0.001914,0.000656
2021-05-17,0.016604,0.002992
2021-05-25,0.010935,0.001822
2021-06-02,0.018442,0.002746
2021-06-10,0.033662,0.004944
2021-06-18,0.054615,0.008146
2021-06-26,0.054581,0.008089
2021-07-04,0.049781,0.009702
2021-07-12,0.044792,0.006913
2021-07-20,0.04015,0.007137
2021-07-28,0.039242,0.007038
2021-08-05,0.027858,0.003039
2021-08-13,0.01775,0.001399
2021-08-21,0.01358,0.004403
2021-08-29,0.00552,0.001174
2021-09-06,0.008419,0.001397
2021-09-14,0.007415,0.0015
2021-09-22,0.000344,0.000283
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
