dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-09,0.036942,0.004746
2016-06-17,0.041633,0.006664
2016-06-25,0.057956,0.008291
2016-07-03,0.053167,0.010609
2016-07-11,0.043411,0.00958
2016-07-19,0.032115,0.004382
2016-07-27,0.038967,0.005887
2016-08-04,0.032404,0.004606
2016-08-12,0.027778,0.004302
2016-08-20,0.021281,0.003274
2016-08-28,0.011989,0.002077
2016-09-05,0.006852,0.001019
2016-09-13,0.003785,0.000778
2016-09-21,0.004352,0.000828
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,NA,NA
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,0,NA
2017-04-23,0,0
2017-05-01,0.000825,0.00015
2017-05-09,0.006067,0.002091
2017-05-17,0.019193,0.003142
2017-05-25,0.018963,0.002923
2017-06-02,0.033904,0.004449
2017-06-10,0.041593,0.004823
2017-06-18,0.052174,0.008412
2017-06-26,0.052115,0.007294
2017-07-04,0.051519,0.009759
2017-07-12,0.050722,0.007143
2017-07-20,0.035204,0.005443
2017-07-28,0.045604,0.008971
2017-08-05,0.040793,0.007558
2017-08-13,0.031467,0.005012
2017-08-21,0.022719,0.003247
2017-08-29,0.010181,0.002684
2017-09-06,0.005663,0.000952
2017-09-14,0.007433,0.00122
2017-09-22,0.000293,2.6e-05
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,NA
2018-04-23,0.000526,0.000179
2018-05-01,0.002019,0.000532
2018-05-09,0.009722,0.002857
2018-05-17,0.009881,0.002017
2018-05-25,0.015433,0.002452
2018-06-02,0.027485,0.003795
2018-06-10,0.030311,0.004609
2018-06-18,0.039607,0.005893
2018-06-26,0.039356,0.005787
2018-07-04,0.04037,0.007434
2018-07-12,0.041822,0.007289
2018-07-20,0.038737,0.007913
2018-07-28,0.0298,0.004869
2018-08-05,0.019778,0.0065
2018-08-13,0.023411,0.002964
2018-08-21,0.01237,0.001823
2018-08-29,0.008196,0.001317
2018-09-06,0.005126,0.00084
2018-09-14,0.003885,0.000718
2018-09-22,0.000394,0.000251
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,4.2e-05,5.1e-05
2019-03-22,5e-05,8.6e-05
2019-03-30,0,0
2019-04-07,NA,NA
2019-04-15,5e-05,5.8e-05
2019-04-23,2.2e-05,4.4e-05
2019-05-01,2e-04,0
2019-05-09,0.006056,0.001706
2019-05-17,0.024326,0.004089
2019-05-25,0.023567,0.003219
2019-06-02,0.042067,0.006108
2019-06-10,0.038904,0.00555
2019-06-18,0.05123,0.006887
2019-06-26,0.040426,0.007555
2019-07-04,0.045563,0.007602
2019-07-12,0.038237,0.007101
2019-07-20,0.050541,0.008978
2019-07-28,0.036181,0.00672
2019-08-05,0.017293,0.002433
2019-08-13,0.004925,0.00309
2019-08-21,0.010589,0.001725
2019-08-29,0.009319,0.001182
2019-09-06,0.013748,0.002065
2019-09-14,0.002659,0.000523
2019-09-22,0.001207,0.000819
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,NA,NA
2020-04-06,0,0
2020-04-14,2e-04,0
2020-04-22,0,NA
2020-04-30,NA,NA
2020-05-08,0.001147,0.000443
2020-05-16,0.003622,0.001439
2020-05-24,0.023885,0.004235
2020-06-01,0.026085,0.003266
2020-06-09,0.043241,0.005874
2020-06-17,0.028933,0.004344
2020-06-25,0.041681,0.006891
2020-07-03,0.024648,0.003533
2020-07-11,0.023141,0.010512
2020-07-19,0.036393,0.005179
2020-07-27,0.038293,0.007096
2020-08-04,0.00905,0.00418
2020-08-12,0.022567,0.004173
2020-08-20,0.031448,0.004281
2020-08-28,0.015026,0.002018
2020-09-05,0.005556,0.000664
2020-09-13,0.005637,0.000788
2020-09-21,0.001419,0.000513
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,NA,NA
2021-04-07,7.5e-05,5e-05
2021-04-15,0.000333,0.000141
2021-04-23,0.000178,5.8e-05
2021-05-01,0.000504,0.000214
2021-05-09,0.001932,0.000654
2021-05-17,0.01653,0.002996
2021-05-25,0.010889,0.00189
2021-06-02,0.018415,0.002853
2021-06-10,0.033148,0.00517
2021-06-18,0.053819,0.008524
2021-06-26,0.053707,0.008614
2021-07-04,0.048522,0.009666
2021-07-12,0.044033,0.007085
2021-07-20,0.039556,0.007512
2021-07-28,0.038607,0.007404
2021-08-05,0.027556,0.003314
2021-08-13,0.017785,0.0018
2021-08-21,0.013396,0.004342
2021-08-29,0.005442,0.001229
2021-09-06,0.008404,0.00147
2021-09-14,0.007411,0.00154
2021-09-22,0.000344,0.000283
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
