dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-01,0.020388,0.002399
2016-06-09,0.024559,0.006591
2016-06-17,0.040769,0.005796
2016-06-25,0.060527,0.00928
2016-07-03,0.055262,0.011854
2016-07-11,0.042281,0.008691
2016-07-19,0.034062,0.004431
2016-07-27,0.040092,0.00579
2016-08-04,0.032719,0.0049
2016-08-12,0.028377,0.004089
2016-08-20,0.022577,0.003572
2016-08-28,0.010438,0.001477
2016-09-05,0.007508,0.001059
2016-09-13,0.003442,0.000605
2016-09-21,0.003965,0.00088
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,0,0
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,0,0
2017-05-01,0.00105,0.000404
2017-05-09,0.00705,0.002047
2017-05-17,0.019427,0.002914
2017-05-25,0.020015,0.002497
2017-06-02,0.035819,0.003687
2017-06-10,0.042765,0.005196
2017-06-18,0.0584,0.009578
2017-06-26,0.054188,0.007433
2017-07-04,0.050546,0.00841
2017-07-12,0.053242,0.007403
2017-07-20,0.034819,0.005463
2017-07-28,0.050173,0.009672
2017-08-05,0.039942,0.006805
2017-08-13,0.031619,0.005069
2017-08-21,0.023027,0.003072
2017-08-29,0.010031,0.002025
2017-09-06,0.005981,0.001422
2017-09-14,0.007538,0.001323
2017-09-22,NA,NA
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,0
2018-04-23,0.000553,0.000194
2018-05-01,0.002032,0.00048
2018-05-09,0.0107,0.002323
2018-05-17,0.008528,0.001827
2018-05-25,0.014765,0.002672
2018-06-02,0.02655,0.003409
2018-06-10,0.026123,0.002459
2018-06-18,0.031788,0.005937
2018-06-26,0.042642,0.005657
2018-07-04,0.0275,0.008627
2018-07-12,0.042435,0.006444
2018-07-20,0.039962,0.007669
2018-07-28,0.029681,0.005604
2018-08-05,0.022396,0.006206
2018-08-13,0.022973,0.003474
2018-08-21,0.011892,0.001545
2018-08-29,0.00765,0.001346
2018-09-06,0.005412,0.000688
2018-09-14,0.003688,0.000606
2018-09-22,0.000804,0.000265
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,5.8e-05,5.1e-05
2019-03-22,3.8e-05,8e-05
2019-03-30,1.2e-05,3.4e-05
2019-04-07,0,0
2019-04-15,6.7e-05,5.8e-05
2019-04-23,4.4e-05,5.3e-05
2019-05-01,2e-04,0
2019-05-09,0.005846,0.001628
2019-05-17,0.026792,0.003645
2019-05-25,0.022638,0.002294
2019-06-02,0.038635,0.004594
2019-06-10,0.039158,0.004667
2019-06-18,0.052858,0.006369
2019-06-26,0.041781,0.004574
2019-07-04,0.04485,0.007409
2019-07-12,0.041604,0.007564
2019-07-20,0.048558,0.007504
2019-07-28,0.038388,0.005273
2019-08-05,0.020704,0.003148
2019-08-13,0.004646,0.002795
2019-08-21,0.015738,0.002467
2019-08-29,0.010012,0.001424
2019-09-06,0.012231,0.001824
2019-09-14,0.003127,0.000501
2019-09-22,0.000917,0.000257
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,0,0
2020-04-06,NA,NA
2020-04-14,2e-04,NA
2020-04-22,NA,NA
2020-04-30,1e-04,0
2020-05-08,0.00115,0.00039
2020-05-16,0.003472,0.001121
2020-05-24,0.025165,0.003306
2020-06-01,0.02715,0.002781
2020-06-09,0.044492,0.007187
2020-06-17,0.030592,0.00628
2020-06-25,0.041046,0.005301
2020-07-03,0.020712,0.004749
2020-07-11,0.035585,0.008468
2020-07-19,0.038058,0.005213
2020-07-27,0.042788,0.008435
2020-08-04,0.016373,0.008735
2020-08-12,0.027273,0.003676
2020-08-20,0.031123,0.004091
2020-08-28,0.014496,0.001812
2020-09-05,0.0067,0.000925
2020-09-13,0.006638,0.001392
2020-09-21,0.00183,0.000664
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,0,0
2021-04-07,1.7e-05,4.1e-05
2021-04-15,0.000352,0.000199
2021-04-23,0.000188,6e-05
2021-05-01,0.000612,0.000239
2021-05-09,0.005231,0.002447
2021-05-17,0.016992,0.0025
2021-05-25,0.010554,0.002632
2021-06-02,0.017988,0.002285
2021-06-10,0.0364,0.004791
2021-06-18,0.055742,0.007842
2021-06-26,0.054765,0.008504
2021-07-04,0.051238,0.009605
2021-07-12,0.046119,0.007404
2021-07-20,0.041804,0.008084
2021-07-28,0.039504,0.007524
2021-08-05,0.023988,0.004341
2021-08-13,0.022446,0.002669
2021-08-21,0.009358,0.002846
2021-08-29,0.002485,3.8e-05
2021-09-06,0.008227,0.0012
2021-09-14,0.006646,0.001133
2021-09-22,4e-04,0.000304
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
