dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-09,0.034862,0.008641
2016-06-17,0.039355,0.010166
2016-06-25,0.055159,0.013551
2016-07-03,0.050076,0.014398
2016-07-11,0.041207,0.012405
2016-07-19,0.030724,0.007379
2016-07-27,0.037055,0.009257
2016-08-04,0.030803,0.007557
2016-08-12,0.026376,0.006709
2016-08-20,0.020197,0.005134
2016-08-28,0.011414,0.003096
2016-09-05,0.006538,0.00162
2016-09-13,0.003628,0.001054
2016-09-21,0.00419,0.001175
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,NA,NA
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,0,0
2017-05-01,0.000825,0.00015
2017-05-09,0.00581,0.002339
2017-05-17,0.018355,0.004746
2017-05-25,0.018145,0.004538
2017-06-02,0.032259,0.007767
2017-06-10,0.03951,0.009101
2017-06-18,0.049538,0.012755
2017-06-26,0.049617,0.012095
2017-07-04,0.049221,0.013696
2017-07-12,0.04821,0.011559
2017-07-20,0.033507,0.00848
2017-07-28,0.04309,0.012088
2017-08-05,0.038728,0.010617
2017-08-13,0.030141,0.007751
2017-08-21,0.021597,0.005329
2017-08-29,0.0098,0.003204
2017-09-06,0.005452,0.001423
2017-09-14,0.007152,0.001837
2017-09-22,0.000293,2.6e-05
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,NA
2018-04-23,0.000505,0.000215
2018-05-01,0.001907,0.000638
2018-05-09,0.00919,0.003316
2018-05-17,0.009448,0.002689
2018-05-25,0.014728,0.003764
2018-06-02,0.02621,0.00636
2018-06-10,0.029207,0.007354
2018-06-18,0.037555,0.009415
2018-06-26,0.037462,0.009275
2018-07-04,0.038383,0.01048
2018-07-12,0.039821,0.010456
2018-07-20,0.036803,0.010626
2018-07-28,0.028328,0.007418
2018-08-05,0.018959,0.007396
2018-08-13,0.022259,0.005269
2018-08-21,0.011759,0.002907
2018-08-29,0.00781,0.00202
2018-09-06,0.004886,0.001276
2018-09-14,0.003686,0.001011
2018-09-22,0.000421,0.00027
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,3.8e-05,5.1e-05
2019-03-22,4.7e-05,8.4e-05
2019-03-30,0,0
2019-04-07,NA,NA
2019-04-15,5e-05,5.8e-05
2019-04-23,2.2e-05,4.4e-05
2019-05-01,2e-04,0
2019-05-09,0.005821,0.002019
2019-05-17,0.023097,0.005991
2019-05-25,0.022507,0.00544
2019-06-02,0.040024,0.009796
2019-06-10,0.036697,0.009153
2019-06-18,0.048555,0.011748
2019-06-26,0.037976,0.010696
2019-07-04,0.042917,0.011232
2019-07-12,0.036383,0.009884
2019-07-20,0.047979,0.01298
2019-07-28,0.034428,0.009408
2019-08-05,0.016417,0.004059
2019-08-13,0.004245,0.002989
2019-08-21,0.010131,0.002585
2019-08-29,0.008883,0.002091
2019-09-06,0.013166,0.003273
2019-09-14,0.002545,0.000713
2019-09-22,0.001076,0.000807
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,NA,NA
2020-04-06,0,NA
2020-04-14,2e-04,0
2020-04-22,0,NA
2020-04-30,NA,NA
2020-05-08,0.001068,0.000506
2020-05-16,0.003471,0.001581
2020-05-24,0.02271,0.00608
2020-06-01,0.024983,0.005829
2020-06-09,0.041134,0.009937
2020-06-17,0.027466,0.006899
2020-06-25,0.039248,0.010138
2020-07-03,0.023469,0.005747
2020-07-11,0.023013,0.012386
2020-07-19,0.0346,0.008457
2020-07-27,0.036231,0.009997
2020-08-04,0.007988,0.004185
2020-08-12,0.021459,0.005718
2020-08-20,0.029972,0.0072
2020-08-28,0.014262,0.003447
2020-09-05,0.00531,0.001226
2020-09-13,0.005376,0.001315
2020-09-21,0.001341,0.000586
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,NA,NA
2021-04-07,7.5e-05,5e-05
2021-04-15,0.000322,0.000159
2021-04-23,0.00017,6.7e-05
2021-05-01,0.000468,0.000239
2021-05-09,0.001792,0.000757
2021-05-17,0.015779,0.004234
2021-05-25,0.010417,0.002752
2021-06-02,0.017586,0.004482
2021-06-10,0.031417,0.008056
2021-06-18,0.051048,0.012943
2021-06-26,0.051083,0.013227
2021-07-04,0.046052,0.013012
2021-07-12,0.041886,0.010791
2021-07-20,0.037503,0.010346
2021-07-28,0.0367,0.010296
2021-08-05,0.026276,0.006103
2021-08-13,0.017014,0.003749
2021-08-21,0.012654,0.004862
2021-08-29,0.005207,0.00161
2021-09-06,0.007993,0.002133
2021-09-14,0.00709,0.002046
2021-09-22,0.000291,0.000281
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
