dates,open_shrublands_mean,open_shrublands_sd
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,NA,NA
2017-03-22,NA,NA
2017-03-30,NA,NA
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,NA,NA
2017-05-01,NA,NA
2017-05-09,0.0057,NA
2017-05-17,0.0166,NA
2017-05-25,0.0207,NA
2017-06-02,0.0233,NA
2017-06-10,0.0267,NA
2017-06-18,0.0313,NA
2017-06-26,0.0417,NA
2017-07-04,0.0341,NA
2017-07-12,0.029,NA
2017-07-20,0.0221,NA
2017-07-28,0.0322,NA
2017-08-05,0.0261,NA
2017-08-13,0.0219,NA
2017-08-21,0.0154,NA
2017-08-29,0.0114,NA
2017-09-06,0.0054,NA
2017-09-14,0.0051,NA
2017-09-22,NA,NA
2017-09-30,0.0018,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,NA,NA
2018-03-22,NA,NA
2018-03-30,NA,NA
2018-04-07,NA,NA
2018-04-15,NA,NA
2018-04-23,NA,NA
2018-05-01,0.0016,NA
2018-05-09,0.0117,NA
2018-05-17,0.0041,NA
2018-05-25,0.0117,NA
2018-06-02,0.024,NA
2018-06-10,0.0116,NA
2018-06-18,0.0286,NA
2018-06-26,0.0266,NA
2018-07-04,0.0317,NA
2018-07-12,0.0074,NA
2018-07-20,0.0293,NA
2018-07-28,0.0254,NA
2018-08-05,0.0135,NA
2018-08-13,0.0168,NA
2018-08-21,0.0107,NA
2018-08-29,0.0039,NA
2018-09-06,0.0049,NA
2018-09-14,0.005,NA
2018-09-22,0.0016,NA
2018-09-30,4e-04,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,NA,NA
2019-03-22,NA,NA
2019-03-30,NA,NA
2019-04-07,NA,NA
2019-04-15,NA,NA
2019-04-23,NA,NA
2019-05-01,NA,NA
2019-05-09,0.01,NA
2019-05-17,0.0241,NA
2019-05-25,0.0186,NA
2019-06-02,0.0298,NA
2019-06-10,0.0204,NA
2019-06-18,0.0325,NA
2019-06-26,0.0301,NA
2019-07-04,0.0303,NA
2019-07-12,0.0349,NA
2019-07-20,0.0302,NA
2019-07-28,NA,NA
2019-08-05,0.017,NA
2019-08-13,0.0128,NA
2019-08-21,0.0121,NA
2019-08-29,0.0067,NA
2019-09-06,0.0096,NA
2019-09-14,7e-04,NA
2019-09-22,0.0026,NA
2019-09-30,5e-04,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,NA,NA
2020-03-21,NA,NA
2020-03-29,NA,NA
2020-04-06,NA,NA
2020-04-14,NA,NA
2020-04-22,NA,NA
2020-04-30,NA,NA
2020-05-08,0.0021,NA
2020-05-16,0.0077,NA
2020-05-24,0.0227,NA
2020-06-01,0.0204,NA
2020-06-09,0.0287,NA
2020-06-17,NA,NA
2020-06-25,0.0242,NA
2020-07-03,0.017,NA
2020-07-11,0.0195,NA
2020-07-19,0.0188,NA
2020-07-27,0.0245,NA
2020-08-04,0.0181,NA
2020-08-12,0.0165,NA
2020-08-20,0.0146,NA
2020-08-28,0.0034,NA
2020-09-05,0.0068,NA
2020-09-13,0.0083,NA
2020-09-21,0.0023,NA
2020-09-29,0.0021,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,NA,NA
2021-03-22,NA,NA
2021-03-30,NA,NA
2021-04-07,NA,NA
2021-04-15,NA,NA
2021-04-23,NA,NA
2021-05-01,NA,NA
2021-05-09,0.0059,NA
2021-05-17,0.0105,NA
2021-05-25,0.0067,NA
2021-06-02,0.0165,NA
2021-06-10,0.0308,NA
2021-06-18,0.037,NA
2021-06-26,0.0415,NA
2021-07-04,0.0289,NA
2021-07-12,0.0345,NA
2021-07-20,0.0281,NA
2021-07-28,0.0276,NA
2021-08-05,0.015,NA
2021-08-13,0.0076,NA
2021-08-21,0.0071,NA
2021-08-29,0.0111,NA
2021-09-06,0.0105,NA
2021-09-14,0.0038,NA
2021-09-22,0,NA
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
