dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-01,0.020215,0.002558
2016-06-09,0.024209,0.006542
2016-06-17,0.040548,0.006614
2016-06-25,0.059637,0.009671
2016-07-03,0.054385,0.012024
2016-07-11,0.041659,0.008958
2016-07-19,0.033944,0.004633
2016-07-27,0.039533,0.006087
2016-08-04,0.032274,0.005053
2016-08-12,0.027919,0.004274
2016-08-20,0.022293,0.003802
2016-08-28,0.010344,0.00152
2016-09-05,0.007448,0.001125
2016-09-13,0.003437,0.000609
2016-09-21,0.003948,0.000868
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,0,0
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,0,0
2017-05-01,0.00105,0.000404
2017-05-09,0.007015,0.002023
2017-05-17,0.019519,0.002911
2017-05-25,0.019911,0.002639
2017-06-02,0.035541,0.003894
2017-06-10,0.042263,0.005274
2017-06-18,0.057467,0.00998
2017-06-26,0.053456,0.007844
2017-07-04,0.049711,0.008815
2017-07-12,0.052533,0.007806
2017-07-20,0.034341,0.005724
2017-07-28,0.049193,0.009974
2017-08-05,0.039381,0.007208
2017-08-13,0.031193,0.005179
2017-08-21,0.022611,0.003339
2017-08-29,0.00993,0.002032
2017-09-06,0.006059,0.001655
2017-09-14,0.007537,0.001366
2017-09-22,NA,NA
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,0
2018-04-23,0.000563,0.000196
2018-05-01,0.002038,0.000483
2018-05-09,0.010689,0.002378
2018-05-17,0.008538,0.001823
2018-05-25,0.014737,0.002721
2018-06-02,0.02657,0.003593
2018-06-10,0.025911,0.002598
2018-06-18,0.031696,0.006046
2018-06-26,0.041922,0.005969
2018-07-04,0.026678,0.008549
2018-07-12,0.041993,0.006769
2018-07-20,0.039222,0.00799
2018-07-28,0.029422,0.0059
2018-08-05,0.022123,0.006492
2018-08-13,0.022696,0.003895
2018-08-21,0.0117,0.00161
2018-08-29,0.00763,0.0014
2018-09-06,0.005363,0.00073
2018-09-14,0.003648,0.00063
2018-09-22,0.000789,0.000279
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,5.5e-05,5.2e-05
2019-03-22,3.6e-05,7.9e-05
2019-03-30,1.2e-05,3.4e-05
2019-04-07,0,0
2019-04-15,5e-05,5.8e-05
2019-04-23,5e-05,5.3e-05
2019-05-01,2e-04,0
2019-05-09,0.005826,0.001623
2019-05-17,0.026693,0.00381
2019-05-25,0.022404,0.002501
2019-06-02,0.03797,0.004801
2019-06-10,0.038404,0.004851
2019-06-18,0.052085,0.006884
2019-06-26,0.041137,0.004889
2019-07-04,0.044611,0.007505
2019-07-12,0.040867,0.007757
2019-07-20,0.047796,0.00784
2019-07-28,0.03783,0.005651
2019-08-05,0.020596,0.003226
2019-08-13,0.004979,0.002974
2019-08-21,0.015526,0.002344
2019-08-29,0.009878,0.001511
2019-09-06,0.012193,0.001902
2019-09-14,0.003119,0.000511
2019-09-22,0.001,0.000383
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,0,0
2020-04-06,NA,NA
2020-04-14,2e-04,NA
2020-04-22,NA,NA
2020-04-30,1e-04,0
2020-05-08,0.001191,0.000365
2020-05-16,0.003492,0.001103
2020-05-24,0.025078,0.003447
2020-06-01,0.026959,0.002901
2020-06-09,0.043333,0.007049
2020-06-17,0.030459,0.00683
2020-06-25,0.040419,0.005613
2020-07-03,0.019993,0.004913
2020-07-11,0.034852,0.00833
2020-07-19,0.037474,0.005435
2020-07-27,0.042044,0.008822
2020-08-04,0.015111,0.008579
2020-08-12,0.026767,0.003718
2020-08-20,0.030537,0.004327
2020-08-28,0.014311,0.001898
2020-09-05,0.006581,0.000945
2020-09-13,0.006589,0.001409
2020-09-21,0.001808,0.000674
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,0,0
2021-04-07,1.7e-05,4.1e-05
2021-04-15,0.000348,0.000202
2021-04-23,0.000185,6.1e-05
2021-05-01,0.000588,0.000234
2021-05-09,0.005241,0.002425
2021-05-17,0.016974,0.002573
2021-05-25,0.010485,0.002664
2021-06-02,0.01787,0.002375
2021-06-10,0.035852,0.005181
2021-06-18,0.054815,0.008301
2021-06-26,0.054004,0.008679
2021-07-04,0.050456,0.009932
2021-07-12,0.045356,0.007667
2021-07-20,0.041074,0.008559
2021-07-28,0.038933,0.007839
2021-08-05,0.02377,0.004268
2021-08-13,0.022181,0.002743
2021-08-21,0.009,0.002824
2021-08-29,0.002486,3.6e-05
2021-09-06,0.00817,0.001254
2021-09-14,0.006644,0.001141
2021-09-22,4e-04,0.000304
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
