dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2016-06-01,0.022593,0.002482
2016-06-09,0.026857,0.00732
2016-06-17,0.046567,0.006237
2016-06-25,0.068963,0.008288
2016-07-03,0.065537,0.012064
2016-07-11,0.054067,0.006519
2016-07-19,0.038585,0.004222
2016-07-27,0.047067,0.004867
2016-08-04,0.037781,0.003647
2016-08-12,0.032533,0.003556
2016-08-20,0.025774,0.003543
2016-08-28,0.011919,0.00144
2016-09-05,0.008656,0.001051
2016-09-13,0.00427,0.000572
2016-09-21,0.004763,0.000998
2016-09-29,NA,NA
2016-10-07,NA,NA
2016-10-15,NA,NA
2016-10-23,NA,NA
2016-10-31,NA,NA
2016-11-08,NA,NA
2016-11-16,NA,NA
2016-11-24,NA,NA
2016-12-02,NA,NA
2016-12-10,NA,NA
2016-12-18,NA,NA
2016-12-26,NA,NA
2017-01-01,NA,NA
2017-01-09,NA,NA
2017-01-17,NA,NA
2017-01-25,NA,NA
2017-02-02,NA,NA
2017-02-10,NA,NA
2017-02-18,NA,NA
2017-02-26,NA,NA
2017-03-06,NA,NA
2017-03-14,0,0
2017-03-22,NA,NA
2017-03-30,0,0
2017-04-07,NA,NA
2017-04-15,NA,NA
2017-04-23,0,0
2017-05-01,0.00115,0.00052
2017-05-09,0.007648,0.002182
2017-05-17,0.021852,0.002844
2017-05-25,0.02233,0.002478
2017-06-02,0.038378,0.003624
2017-06-10,0.046293,0.00484
2017-06-18,0.068319,0.007079
2017-06-26,0.061681,0.006332
2017-07-04,0.060596,0.006751
2017-07-12,0.062633,0.005823
2017-07-20,0.042081,0.004435
2017-07-28,0.060663,0.008352
2017-08-05,0.047615,0.005391
2017-08-13,0.036752,0.004752
2017-08-21,0.026811,0.002838
2017-08-29,0.011422,0.002375
2017-09-06,0.007293,0.001901
2017-09-14,0.008963,0.001312
2017-09-22,NA,NA
2017-09-30,NA,NA
2017-10-08,NA,NA
2017-10-16,NA,NA
2017-10-24,NA,NA
2017-11-01,NA,NA
2017-11-09,NA,NA
2017-11-17,NA,NA
2017-11-25,NA,NA
2017-12-03,NA,NA
2017-12-11,NA,NA
2017-12-19,NA,NA
2017-12-27,NA,NA
2018-01-01,NA,NA
2018-01-09,NA,NA
2018-01-17,NA,NA
2018-01-25,NA,NA
2018-02-02,NA,NA
2018-02-10,NA,NA
2018-02-18,NA,NA
2018-02-26,NA,NA
2018-03-06,NA,NA
2018-03-14,0,0
2018-03-22,0,0
2018-03-30,0,0
2018-04-07,0,0
2018-04-15,0,0
2018-04-23,0.000581,0.000214
2018-05-01,0.002231,0.000475
2018-05-09,0.011874,0.002494
2018-05-17,0.009642,0.001891
2018-05-25,0.016289,0.002636
2018-06-02,0.029189,0.003389
2018-06-10,0.028178,0.002447
2018-06-18,0.035633,0.006265
2018-06-26,0.048656,0.005333
2018-07-04,0.031144,0.00993
2018-07-12,0.048874,0.005856
2018-07-20,0.051126,0.005935
2018-07-28,0.035167,0.00615
2018-08-05,0.024677,0.007239
2018-08-13,0.025785,0.00432
2018-08-21,0.013748,0.001628
2018-08-29,0.008837,0.001428
2018-09-06,0.006237,0.000565
2018-09-14,0.004441,0.000583
2018-09-22,0.000941,0.00016
2018-09-30,NA,NA
2018-10-08,NA,NA
2018-10-16,NA,NA
2018-10-24,NA,NA
2018-11-01,NA,NA
2018-11-09,NA,NA
2018-11-17,NA,NA
2018-11-25,NA,NA
2018-12-03,NA,NA
2018-12-11,NA,NA
2018-12-19,NA,NA
2018-12-27,NA,NA
2019-01-01,NA,NA
2019-01-09,NA,NA
2019-01-17,NA,NA
2019-01-25,NA,NA
2019-02-02,NA,NA
2019-02-10,NA,NA
2019-02-18,NA,NA
2019-02-26,NA,NA
2019-03-06,NA,NA
2019-03-14,0.000109,3e-05
2019-03-22,7.3e-05,9.8e-05
2019-03-30,1.2e-05,3.4e-05
2019-04-07,0,0
2019-04-15,1e-04,0
2019-04-23,0.000138,5.2e-05
2019-05-01,0.000253,9.2e-05
2019-05-09,0.006456,0.001761
2019-05-17,0.029133,0.00369
2019-05-25,0.024952,0.002235
2019-06-02,0.04137,0.004778
2019-06-10,0.0426,0.00458
2019-06-18,0.058544,0.006242
2019-06-26,0.046022,0.004796
2019-07-04,0.050015,0.007665
2019-07-12,0.050815,0.005395
2019-07-20,0.0571,0.006021
2019-07-28,0.045126,0.004651
2019-08-05,0.024244,0.002338
2019-08-13,0.00555,0.003375
2019-08-21,0.017407,0.002317
2019-08-29,0.011185,0.001441
2019-09-06,0.014078,0.001726
2019-09-14,0.003959,0.000627
2019-09-22,0.001225,0.000659
2019-09-30,NA,NA
2019-10-08,NA,NA
2019-10-16,NA,NA
2019-10-24,NA,NA
2019-11-01,NA,NA
2019-11-09,NA,NA
2019-11-17,NA,NA
2019-11-25,NA,NA
2019-12-03,NA,NA
2019-12-11,NA,NA
2019-12-19,NA,NA
2019-12-27,NA,NA
2020-01-01,NA,NA
2020-01-09,NA,NA
2020-01-17,NA,NA
2020-01-25,NA,NA
2020-02-02,NA,NA
2020-02-10,NA,NA
2020-02-18,NA,NA
2020-02-26,NA,NA
2020-03-05,NA,NA
2020-03-13,0,0
2020-03-21,NA,NA
2020-03-29,0,0
2020-04-06,NA,NA
2020-04-14,2e-04,NA
2020-04-22,NA,NA
2020-04-30,1e-04,0
2020-05-08,0.001318,0.000326
2020-05-16,0.00375,0.00114
2020-05-24,0.027207,0.003359
2020-06-01,0.029337,0.002679
2020-06-09,0.049511,0.006782
2020-06-17,0.035237,0.007321
2020-06-25,0.046807,0.004946
2020-07-03,0.022544,0.005574
2020-07-11,0.0395,0.008829
2020-07-19,0.043259,0.004935
2020-07-27,0.052689,0.006276
2020-08-04,0.017807,0.010454
2020-08-12,0.031307,0.003129
2020-08-20,0.035144,0.004026
2020-08-28,0.016556,0.001811
2020-09-05,0.007741,0.000876
2020-09-13,0.007841,0.001478
2020-09-21,0.002371,0.000847
2020-09-29,NA,NA
2020-10-07,NA,NA
2020-10-15,NA,NA
2020-10-23,NA,NA
2020-10-31,NA,NA
2020-11-08,NA,NA
2020-11-16,NA,NA
2020-11-24,NA,NA
2020-12-02,NA,NA
2020-12-10,NA,NA
2020-12-18,NA,NA
2020-12-26,NA,NA
2021-01-01,NA,NA
2021-01-09,NA,NA
2021-01-17,NA,NA
2021-01-25,NA,NA
2021-02-02,NA,NA
2021-02-10,NA,NA
2021-02-18,NA,NA
2021-02-26,NA,NA
2021-03-06,NA,NA
2021-03-14,0,0
2021-03-22,0,0
2021-03-30,0,0
2021-04-07,1.7e-05,4.1e-05
2021-04-15,0.00039,0.000232
2021-04-23,0.000258,0.00011
2021-05-01,0.000819,0.000214
2021-05-09,0.005867,0.002695
2021-05-17,0.018563,0.002466
2021-05-25,0.011444,0.002835
2021-06-02,0.019685,0.002219
2021-06-10,0.04087,0.004827
2021-06-18,0.063767,0.007492
2021-06-26,0.062741,0.007557
2021-07-04,0.061737,0.006963
2021-07-12,0.053948,0.006204
2021-07-20,0.051959,0.006317
2021-07-28,0.049504,0.005878
2021-08-05,0.02723,0.004529
2021-08-13,0.02533,0.002452
2021-08-21,0.010178,0.003338
2021-08-29,0.002786,3.6e-05
2021-09-06,0.009656,0.001181
2021-09-14,0.007819,0.001093
2021-09-22,0.000643,0.000482
2021-09-30,NA,NA
2021-10-08,NA,NA
2021-10-16,NA,NA
2021-10-24,NA,NA
2021-11-01,NA,NA
2021-11-09,NA,NA
2021-11-17,NA,NA
2021-11-25,NA,NA
2021-12-03,NA,NA
2021-12-11,NA,NA
2021-12-19,NA,NA
2021-12-27,NA,NA
